movie_id,movie_title,movie_rank,movie_year,movie_runtime,movie_rating,movie_votes,movie_genres
tt5726086,Insidious: The Last Key,246.,2018,103 min,5.7,"61,506","Horror, Mystery, Thriller           "
tt8526872,Dolemite Is My Name,247.,2019,118 min,7.2,"61,326","Biography, Comedy, Drama           "
tt1298644,The Hustle,248.,2019,93 min,5.4,"60,426","Comedy, Crime           "
tt3892172,Leave No Trace,249.,2018,109 min,7.1,"60,368","Adventure, Drama           "
tt8368406,Vivarium,250.,2019,97 min,5.8,"60,197","Horror, Mystery, Sci-Fi           "
tt5610554,Tully,251.,2018,95 min,6.9,"59,824","Comedy, Drama, Mystery           "
tt6475714,Monster Hunter,252.,2020,103 min,5.2,"59,655","Action, Adventure, Fantasy           "
tt6742252,The Guilty,253.,2018,85 min,7.5,"59,537","Crime, Drama, Thriller           "
tt10919380,Freaky,254.,2020,102 min,6.3,"59,015","Comedy, Horror, Thriller           "
tt8291806,Pain and Glory,255.,2019,113 min,7.5,"58,734",Drama           
tt11032374,Demon Slayer the Movie: Mugen Train,256.,2020,117 min,8.2,"58,157","Animation, Action, Adventure           "
tt0385887,Motherless Brooklyn,257.,2019,144 min,6.8,"58,025","Crime, Drama, Mystery           "
tt6543652,Cold War,258.,2018,89 min,7.5,"57,615","Drama, Music, Romance           "
tt10350922,Laxmii,259.,2020,141 min,2.6,"57,508","Action, Comedy, Horror           "
tt6306064,Adrift,260.,2018,96 min,6.6,"57,449","Action, Adventure, Biography           "
tt4687108,In the Tall Grass,261.,2019,101 min,5.4,"57,271","Horror, Mystery, Sci-Fi           "
tt6772950,Truth or Dare,262.,2018,100 min,5.2,"57,123","Horror, Thriller           "
tt7374948,Always Be My Maybe,263.,2019,101 min,6.8,"57,079","Comedy, Romance           "
tt6398184,Downton Abbey,264.,2019,122 min,7.4,"56,947","Drama, Romance           "
tt6908274,Mirage,265.,2018,128 min,7.4,"56,712","Drama, Fantasy, Mystery           "
tt4126476,After,266.,2019,105 min,5.3,"56,298","Drama, Romance           "
tt8784956,Ava,267.,2020,96 min,5.4,"56,232","Action, Drama, Thriller           "
tt6452574,Sanju,268.,2018,155 min,7.6,"55,344","Biography, Comedy, Drama           "
tt7668842,Enes Batur,269.,2018,110 min,2.0,"55,290",Comedy           
tt7825208,Marighella,270.,2019,155 min,6.6,"55,248","Action, Drama, History           "
tt9052870,Chhichhore,271.,2019,143 min,8.3,"54,937","Comedy, Drama, Romance           "
tt5304992,Set It Up,272.,2018,105 min,6.5,"54,919","Comedy, Romance           "
tt9214832,Emma.,273.,2020,124 min,6.7,"54,896","Comedy, Drama, Romance           "
tt5968394,Captive State,274.,2019,109 min,6.0,"54,834","Action, Horror, Sci-Fi           "
tt6791096,I Feel Pretty,275.,2018,110 min,5.6,"54,419","Comedy, Romance           "
tt5834262,Hotel Artemis,276.,2018,94 min,6.1,"54,229","Action, Crime, Drama           "
tt4463894,Shaft,277.,2019,111 min,6.4,"54,188","Action, Comedy, Crime           "
tt7958736,Ma,278.,2019,99 min,5.6,"54,006","Horror, Mystery, Thriller           "
tt9731534,The Night House,279.,2020,107 min,6.5,"53,968","Horror, Mystery, Thriller           "
tt8110640,In the Shadow of the Moon,280.,2019,115 min,6.2,"53,928","Action, Crime, Mystery           "
tt10514222,Ma Rainey's Black Bottom,281.,2020,94 min,6.9,"53,919","Drama, Music           "
tt5246700,How It Ends,282.,2018,113 min,5.0,"53,822","Action, Drama, Horror           "
tt6217306,Apostle,283.,2018,130 min,6.3,"53,813","Drama, Fantasy, Horror           "
tt3201640,Extinction,284.,2018,95 min,5.8,"53,563","Action, Drama, Sci-Fi           "
tt0983946,Fantasy Island,285.,2020,109 min,4.9,"53,057","Fantasy, Horror, Mystery           "
tt4595882,Can You Ever Forgive Me?,286.,2018,106 min,7.1,"52,830","Biography, Comedy, Crime           "
tt6820256,Arctic,287.,2018,98 min,6.8,"52,824","Adventure, Drama           "
tt8663516,Child's Play,288.,2019,90 min,5.7,"52,654","Drama, Horror, Sci-Fi           "
tt2119543,The House with a Clock in Its Walls,289.,2018,105 min,6.0,"52,332","Comedy, Family, Fantasy           "
tt9777644,Da 5 Bloods,290.,2020,154 min,6.5,"51,906","Adventure, Drama, War           "
tt5697572,Cats,291.,2019,110 min,2.8,"51,739","Comedy, Drama, Family           "
tt10682266,Hubie Halloween,292.,2020,103 min,5.2,"51,649","Comedy, Mystery           "
tt5865326,The Laundromat,293.,2019,96 min,6.3,"51,435","Comedy, Crime, Drama           "
tt2328900,Mary Queen of Scots,294.,2018,124 min,6.3,"51,188","Biography, Drama, History           "
tt11655202,Riders of Justice,295.,2020,116 min,7.5,"51,136","Action, Comedy, Drama           "
tt4913966,The Curse of La Llorona,296.,2019,93 min,5.2,"51,114","Horror, Mystery, Thriller           "
tt7549996,Judy,297.,2019,118 min,6.8,"51,100","Biography, Drama, Romance           "
tt1838556,Honest Thief,298.,2020,99 min,6.0,"50,987","Action, Thriller           "
tt11161474,Pieces of a Woman,299.,2020,126 min,7.0,"50,401",Drama           
tt6079516,I See You,300.,2019,98 min,6.8,"50,333","Crime, Drama, Horror           "
tt0800325,The Dirt,301.,2019,107 min,7.0,"50,318","Biography, Comedy, Drama           "
tt5783956,When We First Met,302.,2018,97 min,6.4,"49,981","Comedy, Fantasy, Romance           "
tt5814534,Spies in Disguise,303.,2019,102 min,6.8,"49,895","Animation, Action, Adventure           "
tt7504726,The Call of the Wild,304.,2020,100 min,6.7,"49,774","Adventure, Drama, Family           "
tt5116302,Togo,305.,2019,113 min,7.9,"49,471","Adventure, Biography, Drama           "
tt8239946,Tumbbad,306.,2018,104 min,8.2,"49,398","Drama, Fantasy, Horror           "
tt7125860,If Beale Street Could Talk,307.,2018,119 min,7.1,"49,341","Drama, Romance           "
tt10431500,Miracle in Cell No. 7,308.,2019,132 min,8.2,"49,301",Drama           
tt5073642,Color Out of Space,309.,2019,111 min,6.2,"48,857","Horror, Mystery, Sci-Fi           "
tt7347846,The Lodge,310.,2019,108 min,6.0,"48,594","Drama, Horror, Mystery           "
tt5431890,Official Secrets,311.,2019,112 min,7.3,"48,428","Biography, Crime, Drama           "
tt5177088,The Girl in the Spider's Web,312.,2018,115 min,6.1,"48,260","Action, Crime, Drama           "
tt1086064,Bill & Ted Face the Music,313.,2020,91 min,5.9,"48,251","Adventure, Comedy, Music           "
tt7734218,Stuber,314.,2019,93 min,6.2,"48,033","Action, Comedy, Crime           "
tt1289403,The Guernsey Literary and Potato Peel Pie Society,315.,2018,124 min,7.3,"47,346","Drama, Romance, War           "
tt6491178,Dragged Across Concrete,316.,2018,159 min,6.9,"47,094","Action, Thriller           "
tt8544498,The Way Back,317.,2020,108 min,6.7,"47,009","Drama, Sport           "
tt7153766,Unsane,318.,2018,98 min,6.4,"46,975","Drama, Horror, Mystery           "
tt7431594,Race 3,319.,2018,160 min,1.9,"46,888","Action, Crime, Thriller           "
tt2837574,The Old Man & the Gun,320.,2018,93 min,6.7,"46,645","Biography, Comedy, Crime           "
tt5932728,The Professor and the Madman,321.,2019,124 min,7.2,"46,566","Biography, Drama, History           "
tt7315484,The Silence,322.,2019,90 min,5.3,"46,000","Drama, Horror, Sci-Fi           "
tt6212478,American Animals,323.,2018,116 min,7.0,"45,508","Biography, Crime, Drama           "
tt1620680,A Wrinkle in Time,324.,2018,109 min,4.2,"45,395","Adventure, Family, Fantasy           "
tt5397194,Anon,325.,2018,100 min,6.1,"45,109","Crime, Mystery, Sci-Fi           "
tt7060344,Raatchasan,326.,2018,170 min,8.3,"44,971","Crime, Drama, Mystery           "
tt7139936,A Rainy Day in New York,327.,2019,92 min,6.5,"44,923","Comedy, Romance           "
tt7772580,The Perfection,328.,2018,90 min,6.2,"44,255","Drama, Horror, Music           "
tt8236336,The Report,329.,2019,119 min,7.2,"44,239","Biography, Crime, Drama           "
tt2850386,The Croods: A New Age,330.,2020,95 min,6.9,"43,892","Animation, Adventure, Comedy           "
tt5691670,Under the Silver Lake,331.,2018,139 min,6.5,"43,572","Crime, Drama, Mystery           "
tt5117670,Peter Rabbit,332.,2018,95 min,6.6,"43,562","Adventure, Comedy, Crime           "
tt5208252,Operation Finale,333.,2018,122 min,6.6,"43,187","Biography, Drama, History           "
tt6772802,Hillbilly Elegy,334.,2020,116 min,6.7,"42,773",Drama           
tt8508734,His House,335.,2020,93 min,6.5,"42,765","Drama, Horror, Thriller           "
tt2235695,Rebecca,336.,2020,123 min,6.0,"42,618","Drama, Mystery, Romance           "
tt5563334,The Good Liar,337.,2019,109 min,6.7,"42,605","Crime, Drama, Mystery           "
tt7985648,The Legend of Tomiris,338.,2019,156 min,6.1,"42,330","Action, Drama, History           "
tt6476140,Serenity,339.,2019,106 min,5.4,"41,867","Drama, Mystery, Thriller           "
tt0805647,The Witches,340.,2020,106 min,5.3,"41,785","Adventure, Comedy, Family           "
tt5774450,Summer of 84,341.,2018,105 min,6.7,"41,758","Drama, Horror, Mystery           "
tt9426210,Weathering with You,342.,2019,112 min,7.5,"41,742","Animation, Drama, Fantasy           "
tt3361792,Tolkien,343.,2019,112 min,6.8,"41,602","Biography, Drama, Romance           "
tt6781982,Night School,344.,2018,111 min,5.6,"41,413",Comedy           
tt5001754,Braven,345.,2018,94 min,5.9,"41,225","Action, Thriller           "
tt11024272,The Babysitter: Killer Queen,346.,2020,101 min,5.8,"41,174","Comedy, Horror           "
tt8206668,Bad Education,347.,2019,108 min,7.1,"40,670","Biography, Comedy, Crime           "
tt6259380,Code 8,348.,2019,98 min,6.1,"40,518","Action, Crime, Drama           "
tt9619798,The Wrong Missy,349.,2020,90 min,5.7,"40,329","Comedy, Romance           "
tt10620868,#Alive,350.,2020,98 min,6.3,"40,291","Action, Drama, Horror           "
tt1620981,The Addams Family,351.,2019,86 min,5.8,"40,286","Animation, Comedy, Family           "
tt8522006,Happiest Season,352.,2020,102 min,6.6,"40,164","Comedy, Drama, Romance           "
tt2395469,Gully Boy,353.,2019,154 min,7.9,"40,124","Drama, Music, Romance           "
tt6182908,Smallfoot,354.,2018,96 min,6.6,"40,021","Animation, Adventure, Comedy           "
tt6803046,The Vast of Night,355.,2019,91 min,6.7,"40,014","Drama, Mystery, Sci-Fi           "
tt7212754,Ludo,356.,2020,150 min,7.6,"39,912","Action, Comedy, Crime           "
tt9354842,To All the Boys: P.S. I Still Love You,357.,2020,101 min,6.0,"39,755","Comedy, Drama, Romance           "
tt8201170,The Perfect Date,358.,2019,89 min,5.8,"39,731","Comedy, Romance           "
tt3120280,Sierra Burgess Is a Loser,359.,2018,105 min,5.8,"39,404","Comedy, Drama, Romance           "
tt7008872,Boy Erased,360.,2018,115 min,6.9,"39,231","Biography, Drama           "
tt10039344,Countdown,361.,2019,90 min,5.4,"39,221","Horror, Thriller           "
tt4154916,Replicas,362.,2018,107 min,5.4,"39,023","Drama, Sci-Fi, Thriller           "
tt1563742,Overboard,363.,2018,112 min,6.0,"38,978","Comedy, Romance           "
tt6324278,Abominable,364.,2019,97 min,7.0,"38,928","Animation, Adventure, Comedy           "
tt7533152,The Boy Who Harnessed the Wind,365.,2019,113 min,7.6,"38,890","Biography, Drama, History           "
tt7557108,Saint Maud,366.,2019,84 min,6.7,"38,313","Drama, Horror, Mystery           "
tt4537896,White Boy Rick,367.,2018,111 min,6.5,"38,306","Crime, Drama           "
tt9683478,The Half of It,368.,2020,104 min,6.9,"38,303","Comedy, Drama, Romance           "
tt6107548,Late Night,369.,2019,102 min,6.5,"38,122","Comedy, Drama           "
tt7339248,The Art of Self-Defense,370.,2019,104 min,6.6,"38,088","Action, Comedy, Crime           "
tt5797184,Escape from Pretoria,371.,2020,106 min,6.8,"37,917","Biography, Crime, Mystery           "
tt8151874,Honey Boy,372.,2019,94 min,7.2,"37,908",Drama           
tt1833116,The Informer,373.,2019,113 min,6.6,"37,856","Action, Crime, Drama           "
tt3385524,Stan & Ollie,374.,2018,98 min,7.2,"37,804","Biography, Comedy, Drama           "
tt5057140,Hold the Dark,375.,2018,125 min,5.6,"37,762","Action, Drama, Thriller           "
tt5619332,Life of the Party,376.,2018,105 min,5.6,"37,575",Comedy           
tt1255919,Holmes & Watson,377.,2018,90 min,3.9,"36,994","Comedy, Crime, Mystery           "
tt5918982,Possessor,378.,2020,103 min,6.5,"36,975","Horror, Mystery, Sci-Fi           "
tt6697582,Arif V 216,379.,2018,125 min,7.0,"36,943","Comedy, Fantasy, Music           "
tt5580266,The Hate U Give,380.,2018,133 min,7.5,"36,835","Crime, Drama           "
tt5294518,Eli,381.,2019,98 min,5.8,"36,714","Drama, Horror, Mystery           "
tt4827558,High Life,382.,2018,113 min,5.8,"36,488","Adventure, Drama, Horror           "
tt8781414,Freaks,383.,2018,105 min,6.7,"36,020","Drama, Mystery, Sci-Fi           "
tt1464763,Mute,384.,2018,126 min,5.4,"35,868","Mystery, Sci-Fi, Thriller           "
tt6938828,At Eternity's Gate,385.,2018,111 min,6.9,"35,693","Biography, Drama, History           "
tt3833480,The Outpost,386.,2019,123 min,6.8,"35,204","Action, Drama, History           "
tt4964788,Everybody Knows,387.,2018,133 min,6.9,"35,186","Crime, Drama, Mystery           "
tt7725596,Badhaai Ho,388.,2018,124 min,7.9,"35,019","Comedy, Drama           "
tt4669788,On the Basis of Sex,389.,2018,120 min,7.1,"34,970","Biography, Drama           "
tt10350626,Gunjan Saxena: The Kargil Girl,390.,2020,112 min,5.6,"34,907","Action, Biography, Drama           "
tt5690360,Slender Man,391.,2018,93 min,3.2,"34,888","Horror, Mystery, Thriller           "
tt7608028,The Open House,392.,2018,94 min,3.3,"34,873","Horror, Thriller           "
tt3256226,IO,393.,2019,96 min,4.7,"34,677","Adventure, Drama, Sci-Fi           "
tt1072748,Winchester,394.,2018,99 min,5.4,"34,670","Drama, Fantasy, Horror           "
tt8108202,Stree,395.,2018,128 min,7.5,"34,534","Comedy, Horror           "
tt4878482,Dumplin',396.,2018,110 min,6.5,"34,483","Comedy, Drama           "
tt7280898,22 July,397.,2018,143 min,6.8,"34,478","Crime, Drama, History           "
tt2639336,Greta,398.,2018,98 min,6.0,"34,430","Drama, Mystery, Thriller           "
tt8108268,The Tashkent Files,399.,2019,134 min,8.1,"34,317","Drama, Mystery, Thriller           "
tt10324144,Article 15,400.,2019,130 min,8.1,"34,052","Crime, Drama, Mystery           "
tt6141246,The Aeronauts,401.,2019,100 min,6.6,"34,029","Action, Adventure, Drama           "
tt6802308,The 15:17 to Paris,402.,2018,94 min,5.3,"34,015","Biography, Drama, Thriller           "
tt8983202,Kabir Singh,403.,2019,173 min,7.0,"33,922","Action, Drama, Romance           "
tt5523010,The Nutcracker and the Four Realms,404.,2018,99 min,5.5,"33,918","Adventure, Family, Fantasy           "
tt4761916,Unfriended: Dark Web,405.,2018,92 min,6.0,"33,839","Horror, Mystery, Thriller           "
tt8633462,"Quo Vadis, Aida?",406.,2020,101 min,8.0,"33,817","Drama, History, War           "
tt10530176,The Call,407.,2020,112 min,7.1,"33,611","Crime, Horror, Mystery           "
tt6195094,Incident in a Ghostland,408.,2018,91 min,6.4,"33,449","Drama, Horror, Mystery           "
tt9806192,I Lost My Body,409.,2019,81 min,7.5,"33,399","Animation, Drama, Fantasy           "
tt8850222,Peninsula,410.,2020,116 min,5.5,"33,347","Action, Horror, Thriller           "
tt5935704,Padmaavat,411.,2018,164 min,7.0,"33,227","Drama, History, Romance           "
tt6865690,The Professor,412.,2018,90 min,6.7,"33,218","Comedy, Drama           "
tt9398640,Between Two Ferns: The Movie,413.,2019,82 min,6.1,"33,205",Comedy           
tt2076298,Ip Man 4: The Finale,414.,2019,107 min,7.0,"32,815","Action, Biography, Drama           "
tt10003008,The Rental,415.,2020,88 min,5.7,"32,793","Drama, Horror, Mystery           "
tt7485048,Super 30,416.,2019,154 min,7.9,"32,771","Biography, Drama           "
tt4073790,The Darkest Minds,417.,2018,104 min,5.7,"32,746","Action, Adventure, Drama           "
tt5198068,Wolfwalkers,418.,2020,103 min,8.0,"32,744","Animation, Adventure, Family           "
tt8108274,Tanhaji: The Unsung Warrior,419.,2020,135 min,7.5,"32,686","Action, Biography, Drama           "
tt9606374,On the Rocks,420.,2020,96 min,6.4,"32,653","Comedy, Drama, Romance           "
tt8361028,Cam,421.,2018,94 min,5.9,"32,624","Drama, Horror, Mystery           "
tt9900782,Kaithi,422.,2019,145 min,8.5,"32,573","Action, Adventure, Crime           "
tt10362466,After We Collided,423.,2020,105 min,5.0,"32,475","Drama, Romance           "
tt9784456,The Kissing Booth 2,424.,2020,134 min,5.7,"32,441","Comedy, Romance           "
tt6513656,Escape Plan 2: Hades,425.,2018,96 min,3.8,"32,411","Action, Crime, Mystery           "
tt3907584,All the Bright Places,426.,2020,107 min,6.5,"32,329","Drama, Romance           "
tt10612922,One Night in Miami...,427.,2020,114 min,7.1,"32,299",Drama           
tt1478839,The Art of Racing in the Rain,428.,2019,109 min,7.5,"32,206","Comedy, Drama, Romance           "
tt8722346,Queen & Slim,429.,2019,132 min,7.1,"32,071","Crime, Drama, Romance           "
tt4799066,Midnight Sun,430.,2018,91 min,6.6,"32,019","Drama, Romance           "
tt4357394,Tau,431.,2018,97 min,5.8,"31,973","Sci-Fi, Thriller           "
tt9016974,Synchronic,432.,2019,102 min,6.2,"31,843","Crime, Drama, Horror           "
tt1285009,The Strangers: Prey at Night,433.,2018,85 min,5.2,"31,778",Horror           
tt4986098,The Titan,434.,2018,97 min,4.8,"31,725","Drama, Mystery, Romance           "
tt7019842,96,435.,2018,158 min,8.5,"31,614","Drama, Romance           "
tt4068576,The Nightingale,436.,2018,136 min,7.3,"31,570","Adventure, Drama, Thriller           "
tt9086228,Gretel & Hansel,437.,2020,87 min,5.5,"31,386","Fantasy, Horror, Mystery           "
tt7547410,Dora and the Lost City of Gold,438.,2019,102 min,6.1,"31,382","Action, Adventure, Comedy           "
tt7098658,Raazi,439.,2018,138 min,7.7,"31,360","Action, Drama, Thriller           "
tt7721800,Bharat,440.,2019,150 min,4.7,"31,275","Action, Comedy, Drama           "
tt7242142,Blindspotting,441.,2018,95 min,7.4,"31,160","Comedy, Crime, Drama           "
tt8242084,My Spy,442.,2020,99 min,6.3,"31,151","Action, Comedy           "
tt12749596,Host,443.,2020,57 min,6.5,"31,074","Horror, Mystery           "
tt9196192,Cuties,444.,2020,96 min,3.5,"30,908",Drama           
tt7605074,The Wandering Earth,445.,2019,125 min,5.9,"30,891","Action, Adventure, Sci-Fi           "
tt3317234,"Game Over, Man!",446.,2018,101 min,5.4,"30,880","Action, Comedy           "
tt5501104,Border,447.,2018,110 min,7.0,"30,649","Crime, Drama, Fantasy           "
tt3721964,Gringo,448.,2018,111 min,6.1,"30,595","Action, Comedy, Crime           "
tt6987770,Destination Wedding,449.,2018,87 min,6.0,"30,524","Comedy, Drama, Romance           "
tt5867314,The Empty Man,450.,2020,137 min,6.2,"30,465","Horror, Mystery, Thriller           "
tt11057644,The Christmas Chronicles: Part Two,451.,2020,112 min,6.0,"30,459","Adventure, Comedy, Family           "
tt10521092,The Forgotten Battle,452.,2020,124 min,7.1,"30,276","Drama, War           "
tt6095472,The Angry Birds Movie 2,453.,2019,97 min,6.4,"30,207","Animation, Action, Adventure           "
tt6535880,Haunt,454.,2019,92 min,6.3,"30,071","Horror, Thriller           "
tt7137380,Destroyer,455.,2018,121 min,6.2,"30,022","Action, Crime, Drama           "
tt6218358,Calibre,456.,2018,101 min,6.8,"29,937","Drama, Thriller           "
tt4995776,The Red Sea Diving Resort,457.,2019,129 min,6.6,"29,841","Drama, History, Thriller           "
tt9477520,Asuran,458.,2019,141 min,8.4,"29,793","Action, Drama           "
tt6436726,7500,459.,2019,93 min,6.3,"29,563","Action, Drama, Thriller           "
tt5929754,Wildlife,460.,2018,105 min,6.8,"29,373",Drama           
tt6285944,The Banker,461.,2020,120 min,7.3,"29,108","Biography, Drama           "
tt10964430,Thappad,462.,2020,142 min,7.0,"28,756",Drama           
tt3089630,Artemis Fowl,463.,2020,95 min,4.2,"28,621","Adventure, Family, Fantasy           "
tt7772582,Never Rarely Sometimes Always,464.,2020,101 min,7.4,"28,608",Drama           
tt6857166,Book Club,465.,2018,104 min,6.1,"28,608","Comedy, Drama, Romance           "
tt8954732,The Princess Switch,466.,2018,101 min,6.0,"28,562","Comedy, Drama, Family           "
tt6269368,The Clovehitch Killer,467.,2018,109 min,6.5,"28,542","Crime, Drama, Mystery           "
tt1308728,The Happytime Murders,468.,2018,91 min,5.4,"28,520","Action, Comedy, Crime           "
tt8130968,Badla,469.,2019,118 min,7.8,"28,499","Crime, Drama, Mystery           "
tt7946422,Prospect,470.,2018,100 min,6.3,"28,387","Adventure, Drama, Sci-Fi           "
tt7634968,What Men Want,471.,2019,117 min,5.3,"28,344","Comedy, Fantasy, Romance           "
tt7961060,Dragon Ball Super: Broly,472.,2018,100 min,7.7,"28,218","Animation, Action, Adventure           "
tt6527426,Zero,473.,2018,164 min,5.2,"28,114","Comedy, Drama, Romance           "
tt2126357,Second Act,474.,2018,103 min,5.8,"28,000","Comedy, Drama, Romance           "
tt9354944,Jexi,475.,2019,84 min,6.0,"27,912","Comedy, Romance, Sci-Fi           "
tt2762506,Bacurau,476.,2019,131 min,7.3,"27,892","Action, Adventure, Horror           "
tt6288124,"Don't Worry, He Won't Get Far on Foot",477.,2018,114 min,6.8,"27,589","Biography, Comedy, Drama           "
tt10161886,The Prom,478.,2020,130 min,5.9,"27,524","Comedy, Drama, Musical           "
tt4648786,Harriet,479.,2019,125 min,6.7,"27,478","Action, Biography, Drama           "
tt10065694,Antebellum,480.,2020,105 min,5.8,"27,430","Drama, Horror, Mystery           "
tt9691136,Shadow in the Cloud,481.,2020,83 min,5.0,"27,364","Action, Horror, War           "
tt6768578,Dogman,482.,2018,103 min,7.2,"27,281","Crime, Drama, Thriller           "
tt9072352,Relic,483.,2020,89 min,6.0,"27,276","Drama, Horror, Mystery           "
tt9252468,Mosul,484.,2019,101 min,7.1,"27,254","Action, Drama, War           "
tt5144174,The Dry,485.,2020,117 min,6.8,"27,209","Crime, Drama, Mystery           "
tt9614460,Chhapaak,486.,2020,120 min,5.3,"27,207","Biography, Drama           "
tt7748244,Mortal World,487.,2018,107 min,7.6,"27,187","Action, Comedy, Crime           "
tt3152592,Scoob!,488.,2020,93 min,5.6,"27,171","Animation, Adventure, Comedy           "
tt9340860,Let Him Go,489.,2020,113 min,6.7,"27,154","Crime, Drama, Thriller           "
tt7329656,47 Meters Down: Uncaged,490.,2019,90 min,5.0,"26,919","Adventure, Drama, Horror           "
tt0859635,Super Troopers 2,491.,2018,99 min,6.0,"26,897","Comedy, Crime, Mystery           "
tt4504044,The Prodigy,492.,2019,92 min,5.9,"26,802","Fantasy, Horror, Mystery           "
tt3612126,The Grudge,493.,2020,94 min,4.4,"26,680","Fantasy, Horror           "
tt7218518,Pad Man,494.,2018,140 min,7.9,"26,569","Biography, Comedy, Drama           "
tt6116856,The Night Comes for Us,495.,2018,121 min,6.9,"26,553","Action, Thriller           "
tt6348138,Missing Link,496.,2019,93 min,6.7,"26,509","Animation, Adventure, Comedy           "
tt2011311,The Outsider,497.,2018,120 min,6.2,"26,458","Action, Crime, Drama           "
tt8851668,The Lovebirds,498.,2020,86 min,6.1,"26,372","Action, Comedy, Crime           "
tt6521876,Jay and Silent Bob Reboot,499.,2019,105 min,5.6,"26,148","Action, Adventure, Comedy           "
tt8652728,Waves,500.,2019,135 min,7.5,"26,129","Drama, Romance, Sport           "
